node	gene_type
hsa-miR-181c-5p	miRNA_name
hsa-miR-181b-5p	miRNA_name
hsa-miR-181b-5p	miRNA_name
hsa-miR-181b-5p	miRNA_name
hsa-miR-181b-5p	miRNA_name
hsa-miR-181a-5p	miRNA_name
hsa-miR-181a-5p	miRNA_name
hsa-miR-181a-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-16-5p	miRNA_name
hsa-miR-16-5p	miRNA_name
hsa-miR-16-5p	miRNA_name
hsa-miR-16-5p	miRNA_name
hsa-miR-16-5p	miRNA_name
hsa-miR-15b-5p	miRNA_name
hsa-miR-15b-5p	miRNA_name
hsa-miR-15b-5p	miRNA_name
hsa-miR-15a-5p	miRNA_name
hsa-miR-15a-5p	miRNA_name
hsa-miR-15a-5p	miRNA_name
hsa-miR-15a-5p	miRNA_name
hsa-miR-15a-5p	miRNA_name
hsa-miR-15a-5p	miRNA_name
hsa-miR-15a-5p	miRNA_name
hsa-miR-15a-5p	miRNA_name
hsa-miR-15a-5p	miRNA_name
hsa-miR-15a-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-153-3p	miRNA_name
hsa-miR-152-3p	miRNA_name
hsa-miR-152-3p	miRNA_name
hsa-miR-148b-3p	miRNA_name
hsa-miR-148a-3p	miRNA_name
hsa-miR-148a-3p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-143-3p	miRNA_name
hsa-miR-143-3p	miRNA_name
hsa-miR-143-3p	miRNA_name
hsa-miR-143-3p	miRNA_name
hsa-miR-141-3p	miRNA_name
hsa-miR-141-3p	miRNA_name
hsa-miR-141-3p	miRNA_name
hsa-miR-141-3p	miRNA_name
hsa-miR-141-3p	miRNA_name
hsa-miR-141-3p	miRNA_name
hsa-miR-141-3p	miRNA_name
hsa-miR-141-3p	miRNA_name
hsa-miR-141-3p	miRNA_name
hsa-miR-141-3p	miRNA_name
hsa-miR-141-3p	miRNA_name
hsa-miR-141-3p	miRNA_name
hsa-miR-133a-3p	miRNA_name
hsa-miR-133a-3p	miRNA_name
hsa-miR-133a-3p	miRNA_name
hsa-miR-132-3p	miRNA_name
hsa-miR-132-3p	miRNA_name
hsa-miR-130b-3p	miRNA_name
hsa-miR-128-3p	miRNA_name
hsa-miR-128-3p	miRNA_name
hsa-miR-126-3p	miRNA_name
hsa-miR-126-3p	miRNA_name
hsa-miR-126-3p	miRNA_name
hsa-miR-126-3p	miRNA_name
hsa-miR-126-3p	miRNA_name
hsa-miR-126-3p	miRNA_name
hsa-miR-126-3p	miRNA_name
hsa-miR-126-3p	miRNA_name
hsa-miR-125b-5p	miRNA_name
hsa-miR-125b-5p	miRNA_name
hsa-miR-125b-5p	miRNA_name
hsa-miR-125b-5p	miRNA_name
hsa-miR-125b-5p	miRNA_name
hsa-miR-125b-5p	miRNA_name
hsa-miR-125b-5p	miRNA_name
hsa-miR-124-3p	miRNA_name
hsa-miR-122-5p	miRNA_name
hsa-miR-122-5p	miRNA_name
hsa-miR-122-5p	miRNA_name
hsa-miR-122-5p	miRNA_name
hsa-miR-107	miRNA_name
hsa-miR-106b-5p	miRNA_name
hsa-miR-106b-5p	miRNA_name
hsa-miR-106b-5p	miRNA_name
hsa-miR-106b-5p	miRNA_name
hsa-miR-106a-5p	miRNA_name
hsa-miR-106a-5p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-100-5p	miRNA_name
hsa-miR-100-5p	miRNA_name
hsa-miR-100-5p	miRNA_name
hsa-miR-100-5p	miRNA_name
hsa-miR-100-5p	miRNA_name
hsa-miR-100-5p	miRNA_name
hsa-miR-1-3p	miRNA_name
hsa-miR-1-3p	miRNA_name
hsa-miR-1-3p	miRNA_name
hsa-let-7g-5p	miRNA_name
hsa-let-7c-5p	miRNA_name
hsa-let-7a-5p	miRNA_name
hsa-let-7a-5p	miRNA_name
hsa-let-7a-5p	miRNA_name
hsa-miR-184	miRNA_name
hsa-miR-184	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-101-3p	miRNA_name
hsa-miR-222-3p	miRNA_name
hsa-miR-221-3p	miRNA_name
hsa-miR-802	miRNA_name
hsa-miR-802	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-29b-3p	miRNA_name
hsa-miR-29b-3p	miRNA_name
hsa-miR-29b-3p	miRNA_name
hsa-miR-29b-3p	miRNA_name
hsa-miR-29b-3p	miRNA_name
hsa-miR-650	miRNA_name
hsa-miR-650	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-224-5p	miRNA_name
hsa-let-7f-5p	miRNA_name
hsa-let-7f-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-143-3p	miRNA_name
hsa-miR-143-3p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-125b-5p	miRNA_name
hsa-let-7a-5p	miRNA_name
hsa-miR-422a	miRNA_name
hsa-miR-422a	miRNA_name
hsa-let-7g-5p	miRNA_name
hsa-miR-1296-5p	miRNA_name
hsa-let-7g-5p	miRNA_name
hsa-miR-124-3p	miRNA_name
hsa-miR-193b-3p	miRNA_name
hsa-miR-193b-3p	miRNA_name
hsa-miR-193b-3p	miRNA_name
hsa-miR-193b-3p	miRNA_name
hsa-miR-193b-3p	miRNA_name
hsa-miR-217	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-31-5p	miRNA_name
hsa-miR-31-5p	miRNA_name
hsa-miR-138-5p	miRNA_name
hsa-miR-138-5p	miRNA_name
hsa-miR-138-5p	miRNA_name
hsa-miR-138-5p	miRNA_name
hsa-miR-519c-3p	miRNA_name
hsa-miR-20b-5p	miRNA_name
hsa-miR-20b-5p	miRNA_name
hsa-miR-20b-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-451a	miRNA_name
hsa-miR-451a	miRNA_name
hsa-miR-451a	miRNA_name
hsa-miR-451a	miRNA_name
hsa-miR-125b-5p	miRNA_name
hsa-miR-125b-5p	miRNA_name
hsa-miR-326	miRNA_name
hsa-miR-326	miRNA_name
hsa-miR-326	miRNA_name
hsa-miR-326	miRNA_name
hsa-miR-324-5p	miRNA_name
hsa-miR-324-5p	miRNA_name
hsa-miR-324-5p	miRNA_name
hsa-miR-324-5p	miRNA_name
hsa-miR-217	miRNA_name
hsa-miR-217	miRNA_name
hsa-miR-216a-5p	miRNA_name
hsa-miR-216a-5p	miRNA_name
hsa-miR-125b-5p	miRNA_name
hsa-miR-125b-5p	miRNA_name
hsa-miR-125b-5p	miRNA_name
hsa-miR-125b-5p	miRNA_name
hsa-miR-125b-5p	miRNA_name
hsa-miR-125b-5p	miRNA_name
hsa-miR-16-5p	miRNA_name
hsa-miR-942-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-182-5p	miRNA_name
hsa-miR-93-5p	miRNA_name
hsa-miR-93-5p	miRNA_name
hsa-miR-93-5p	miRNA_name
hsa-miR-93-5p	miRNA_name
hsa-miR-93-5p	miRNA_name
hsa-miR-657	miRNA_name
hsa-miR-654-3p	miRNA_name
hsa-miR-639	miRNA_name
hsa-miR-572	miRNA_name
hsa-miR-520h	miRNA_name
hsa-miR-520b	miRNA_name
hsa-miR-520a-3p	miRNA_name
hsa-miR-519e-3p	miRNA_name
hsa-miR-519d-3p	miRNA_name
hsa-miR-519d-3p	miRNA_name
hsa-miR-519b-3p	miRNA_name
hsa-miR-515-3p	miRNA_name
hsa-miR-423-3p	miRNA_name
hsa-miR-372-3p	miRNA_name
hsa-miR-372-3p	miRNA_name
hsa-miR-363-3p	miRNA_name
hsa-miR-345-5p	miRNA_name
hsa-miR-299-5p	miRNA_name
hsa-miR-299-5p	miRNA_name
hsa-miR-298	miRNA_name
hsa-miR-28-5p	miRNA_name
hsa-miR-20b-5p	miRNA_name
hsa-miR-20b-5p	miRNA_name
hsa-miR-20a-5p	miRNA_name
hsa-miR-20a-5p	miRNA_name
hsa-miR-20a-5p	miRNA_name
hsa-miR-20a-5p	miRNA_name
hsa-miR-208b-3p	miRNA_name
hsa-miR-208b-3p	miRNA_name
hsa-miR-208a-3p	miRNA_name
hsa-miR-208a-3p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-17-5p	miRNA_name
hsa-miR-132-3p	miRNA_name
hsa-miR-125a-5p	miRNA_name
hsa-miR-106b-5p	miRNA_name
hsa-miR-106b-5p	miRNA_name
hsa-miR-106b-5p	miRNA_name
hsa-miR-106b-5p	miRNA_name
hsa-miR-106b-5p	miRNA_name
hsa-miR-106b-5p	miRNA_name
hsa-miR-106b-5p	miRNA_name
hsa-miR-106b-5p	miRNA_name
hsa-miR-106b-5p	miRNA_name
hsa-miR-106b-5p	miRNA_name
hsa-miR-106b-5p	miRNA_name
hsa-miR-106b-5p	miRNA_name
hsa-miR-373-3p	miRNA_name
hsa-miR-15b-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-519d-3p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-155-5p	miRNA_name
hsa-miR-223-3p	miRNA_name
hsa-miR-224-5p	miRNA_name
hsa-miR-224-5p	miRNA_name
hsa-miR-224-5p	miRNA_name
hsa-miR-181b-5p	miRNA_name
hsa-miR-181b-5p	miRNA_name
hsa-miR-181b-5p	miRNA_name
hsa-miR-181b-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-9-5p	miRNA_name
hsa-miR-9-5p	miRNA_name
hsa-miR-9-5p	miRNA_name
hsa-miR-9-5p	miRNA_name
hsa-miR-503-5p	miRNA_name
hsa-miR-503-5p	miRNA_name
hsa-miR-503-5p	miRNA_name
hsa-miR-503-5p	miRNA_name
hsa-miR-503-5p	miRNA_name
hsa-miR-503-5p	miRNA_name
hsa-miR-503-5p	miRNA_name
hsa-miR-503-5p	miRNA_name
hsa-miR-503-5p	miRNA_name
hsa-miR-503-5p	miRNA_name
hsa-miR-503-5p	miRNA_name
hsa-miR-503-5p	miRNA_name
hsa-miR-424-5p	miRNA_name
hsa-miR-424-5p	miRNA_name
hsa-miR-424-5p	miRNA_name
hsa-miR-424-5p	miRNA_name
hsa-miR-424-5p	miRNA_name
hsa-miR-424-5p	miRNA_name
hsa-miR-424-5p	miRNA_name
hsa-miR-424-5p	miRNA_name
hsa-miR-424-5p	miRNA_name
hsa-miR-424-5p	miRNA_name
hsa-miR-122-5p	miRNA_name
hsa-miR-122-5p	miRNA_name
hsa-miR-206	miRNA_name
hsa-miR-206	miRNA_name
hsa-miR-335-5p	miRNA_name
hsa-miR-7-5p	miRNA_name
hsa-miR-7-5p	miRNA_name
hsa-miR-378a-3p	miRNA_name
hsa-miR-182-5p	miRNA_name
hsa-miR-182-5p	miRNA_name
hsa-miR-21-5p	miRNA_name
hsa-miR-21-5p	miRNA_name
hsa-miR-21-5p	miRNA_name
hsa-miR-21-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-29a-3p	miRNA_name
hsa-miR-29a-3p	miRNA_name
hsa-miR-29a-3p	miRNA_name
hsa-miR-29a-3p	miRNA_name
hsa-miR-29a-3p	miRNA_name
hsa-miR-29b-3p	miRNA_name
hsa-miR-29b-3p	miRNA_name
hsa-miR-29b-3p	miRNA_name
hsa-miR-29b-3p	miRNA_name
hsa-miR-29b-3p	miRNA_name
hsa-let-7c-5p	miRNA_name
hsa-miR-140-5p	miRNA_name
hsa-miR-34a-5p	miRNA_name
hsa-miR-34a-5p	miRNA_name
hsa-miR-34a-5p	miRNA_name
hsa-miR-34a-5p	miRNA_name
hsa-miR-34a-5p	miRNA_name
hsa-miR-424-5p	miRNA_name
hsa-miR-424-5p	miRNA_name
hsa-miR-181b-5p	miRNA_name
hsa-miR-181a-5p	miRNA_name
hsa-miR-302c-3p	miRNA_name
hsa-miR-206	miRNA_name
hsa-miR-206	miRNA_name
hsa-miR-206	miRNA_name
hsa-miR-206	miRNA_name
hsa-miR-193b-3p	miRNA_name
hsa-miR-18b-5p	miRNA_name
hsa-miR-18a-5p	miRNA_name
hsa-miR-18a-5p	miRNA_name
hsa-miR-18a-5p	miRNA_name
hsa-miR-135a-5p	miRNA_name
hsa-miR-135a-5p	miRNA_name
hsa-let-7a-5p	miRNA_name
hsa-miR-196a-5p	miRNA_name
hsa-miR-196a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-146a-5p	miRNA_name
hsa-miR-143-3p	miRNA_name
hsa-miR-143-3p	miRNA_name
hsa-miR-122-5p	miRNA_name
hsa-miR-122-5p	miRNA_name
hsa-miR-330-3p	miRNA_name
hsa-miR-222-3p	miRNA_name
hsa-miR-222-3p	miRNA_name
hsa-miR-222-3p	miRNA_name
hsa-miR-34a-5p	miRNA_name
hsa-miR-373-3p	miRNA_name
hsa-miR-302d-3p	miRNA_name
hsa-miR-200b-3p	miRNA_name
hsa-miR-200b-3p	miRNA_name
hsa-miR-200b-3p	miRNA_name
hsa-miR-200b-3p	miRNA_name
hsa-miR-200b-3p	miRNA_name
hsa-miR-200b-3p	miRNA_name
hsa-miR-200b-3p	miRNA_name
hsa-miR-200b-3p	miRNA_name
hsa-miR-200b-3p	miRNA_name
hsa-miR-200b-3p	miRNA_name
hsa-miR-200b-3p	miRNA_name
hsa-miR-200b-3p	miRNA_name
hsa-miR-200b-3p	miRNA_name
hsa-miR-200b-3p	miRNA_name
hsa-miR-200b-3p	miRNA_name
hsa-miR-200b-3p	miRNA_name
hsa-miR-200c-3p	miRNA_name
hsa-miR-200c-3p	miRNA_name
hsa-miR-141-3p	miRNA_name
hsa-miR-200a-3p	miRNA_name
hsa-miR-145-5p	miRNA_name
hsa-miR-145-5p	miRNA_name
